sku,adhesion_strength,adhesive_material,backing_material,brand,breadcrumbs,color,core_size,description,elongation,image_url,manufacturer,part_number,price,standards,tape_length,tape_width,temperature_range,thickness,title,type,unspsc_code,url
0631007,38 oz/in,Acrylic,Biaxially Oriented Polypropylene Film,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3""","UL 181B-FX Listed film tape for use on Class 1 Flex Duct for connecting, joining, sealing and patching flexible air ductwork. DC 181 features an acrylic adhesive system, high performance in temperatures ranging from -10 F to 210 F, and is clearly printed with the UL Listing to ensure every job is code compliant. UL 181B-FX Listed film tape, Quick stick, Excellent conformability to uneven surfaces, Easy to unwind and tear, Color matches foil backed flex duct, UL Listing is clearly printed on the tape for easy identification, High-tack, cold temperature acrylic adhesive, Green Point Contributor product, Tested in accordance with UL 723 For use on Class 1 Flex Duct for connecting, joining, sealing and patching flexible air ductwork",200%,https://img1.fastenal.com/infp360pmm/derivates/3/001/284/506/0631007.jpg,SHURTAPE TECHNOLOGIES LLC,106634,43.68,"UL 181B-FX, UL Listed, FSI 25/SDI 50, UL 723",110 M,72mm,-10&deg;F - 210&deg;F,2.70 mil,72mmx110m 2.7mL Black Printed Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0631007
0560075,95 oz/in,Rubber,Polyethylene,NASHUA,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","Waterproof repairs. Heavy-duty packaging and bundling. High tensile strength for difficult applications. Puncture and abrasion resistance. Crisp, straight tear. Moisture, solvent, and abrasion resistance. Aggressive, durable adhesion. Waterproof repairs. Heavy-duty packaging and bundling. Seaming and securing underlayment materials. Seaming and sealing heavy poly sheeting and tarps. Mediablast protection. Heavy-duty contractor and manufacturing uses.",,https://img1.fastenal.com/infp360pmm/derivates/3/001/303/921/0560075.jpg,"BERRY GLOBAL, INC",1086146,891.84,,55 M,"4""",40&deg;F - 200&deg;F,13 mil,"4"" x 60yd 13mil Silver Nashua&reg; 357 Polyethylene Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/0560075
0560053,48 oz/in,Rubber,Polyethylene,NASHUA,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","Heavy-duty repair and maintenance. Duct and vent sealing applications. Waterproof packaging. Media-blast protection. Smooth, consistent unwind. Moisture, chemical, and abrasion resistant. High adhesion and excellent holding power. Low VOC Heavy-duty maintenance and repairs. Duct and vent sealing applications. Waterproof packaging. Media-blast protection.",,https://img2.fastenal.com/infp360pmm/derivates/3/001/115/797/0560053.jpg,"BERRY GLOBAL, INC",1086129,751.68,,55 M,48mm,40&deg;F - 200&deg;F,12 mil,48mm x 55m 12mil Silver Nashua&reg; 345 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0560053
923556524,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Beige,"3""","2"" x 60 yds. Beige (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img0.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556524_primary_eng.jpg,FASTENAL APPROVED VENDOR,,87.46,,60 yd,"2""",32&deg;F - 140&deg;F,10 mil,"2"" W x 60 yd L x 10 mil Thk Beige Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556524
923556589,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Red,"3""","3"" x 60 yds. Red (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img3.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556589_primary_eng.jpg,FASTENAL APPROVED VENDOR,,115.87,,60 yd,"3""",32&deg;F - 140&deg;F,10 mil,"3"" W x 60 yd L x 10 mil Thk Red Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556589
923556459,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Orange,"3""","2"" x 60 yds. Orange (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img1.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556459_primary_eng.jpg,FASTENAL APPROVED VENDOR,,87.46,,60 yd,"2""",32&deg;F - 140&deg;F,10 mil,"2"" W x 60 yd L x 10 mil Thk Orange Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556459
0530319,44 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3""","Polyethylene (PE) coated cloth tape with aggressive pressure sensitive natural rubber adhesive. Specifically designed for applications where a significant level of tensile and tear strength is required. An excellent choice for sealing heating and air ventilation systems, repairs, and serves as an excellent moisture barrier. Polyethylene (PE) coated cloth tape with aggressive pressure sensitive natural rubber adhesive. Specifically designed for applications where a significant level of tensile and tear strength is required. An excellent choice for sealing heating and air ventilation systems, repairs, and serves as an excellent moisture barrier. HVAC Applications, asbestos/lead/fiberglass abatement, sand blasting.",21%,https://img3.fastenal.com/infp360pmm/derivates/3/001/121/951/0530319_primary_eng.jpg,IPG,82763,1295.52,"Meets HUD, BOCA, and L.A. County Codes, UL 723",55 M,48mm,40&deg;F - 90&deg;F,14 mil,48mm x 55m Black IPG&reg; AC50 14.0 mil Premium Grade Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0530319
0630124,113 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3""","Co-extruded super bottom board tape for tough applications. Super bottom board tape, High tensile strength, Superior adhesion, holding power and durability, Withstands extreme temperature fluctuations, Waterproof backing, Natural rubber adhesive, Made using Polybonded CO-EX Technology[REG], Tested in accordance with UL 723 For seaming and sealing bottom board materials in pre-manufactured homes and RVs during assembly, set-up and maintenance, Can also be used to protect surfaces in metal-peening operations",15%,https://img1.fastenal.com/infp360pmm/derivates/3/001/419/0630124.jpg,SHURTAPE TECHNOLOGIES LLC,100757,618.96,UL 723,33 M,48mm,50&deg;F - 200&deg;F,17 mil,48mm x 33m Black 17 mil Shurtape&reg; PC 658 Super Performance Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0630124
0630139,255 oz/in,Rubber,Aluminum Foil,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","ShurMASTIC[REG] indoor/outdoor roll mastic tape for sealing sheet metal and PVC-coated duct. Indoor/outdoor mastic foil tape, Linered, Stays supple and forms a permanent bond to substrate, Paintable with paint recommended for aluminum, Contains no asbestos, CFCs or PCBs, Waterproof backing, Non-flammable, butyl rubber adhesive, Green Point Contributor product, Tested in accordance with UL 723 For indoor or outdoor use to seal Class 1 Flex Duct, sheet metal and duct wrap vapor barriers, Also approved for subgrade application on PVC-coated duct",560%,https://img0.fastenal.com/infp360pmm/derivates/3/261/165/0630139_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,200664,2718.24,"FSI 20/SDI 40, Pressure Classes SMACNA 1/2, 1, 2, 3, 4, 6, Seal Classes A, B, C, UL 723",100 ft,"2""",-20&deg;F - 200&deg;F,17 mil,"2"" 100' 17 mil Silver Printed Mastic Tape Roll",Duct Tape,31201501,https://www.fastenal.com/product/details/0630139
0560060,95 oz/in,Rubber,Polyethylene,NASHUA,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3""","Waterproof repairs. Heavy-duty packaging and bundling. High tensile strength for difficult applications. Puncture and abrasion resistance. Crisp, straight tear. Moisture, solvent, and abrasion resistance. Aggressive, durable adhesion. Waterproof repairs. Heavy-duty packaging and bundling. Seaming and securing underlayment materials. Seaming and sealing heavy poly sheeting and tarps. Mediablast protection. Heavy-duty contractor and manufacturing uses.",,https://img3.fastenal.com/infp360pmm/derivates/3/001/220/263/0560060.jpg,"BERRY GLOBAL, INC",1086160,835.92,,55 M,48mm,40&deg;F - 200&deg;F,13 mil,48mm x 55m 13mil Black Nashua&reg; 357 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0560060
0605397,,Rubber / Resin,Vinyl,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Blue,,Constructed of polyethylene film laminated to cloth with a rubber adhesive this tape resists curling and tears off the roll cleanly for easy application on rough surfaces. 3M performance Plus duct tape 8979 has a unique construction that allows for applications indoors and outdoors. It is removable with little or no adhesive residue up to six months after application. The tape was tested for flame spread using test method UL723 ASTM E84 and can be used at temperatures as high as 200[DEG}F for up to 30 minutes. This sturdy cloth-reinforced tape can be torn from the roll by hand and sticks instantly providing a wide range of convenient solutions. PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets REMOVES CLEANLY FOR UP TO 6 MONTHS Whether indoors or outdoors removes from most opaque surfaces with no adhesive residue for up to six months even after sun and weather exposure PROFESSIONAL GRADE BLUE DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performance when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets,,https://img4.fastenal.com/infp360pmm/derivates/3/001/114/053/0605397_Primary_eng.jpg,3M,7000124264,985.02,,55 M,144mm,200&deg;F,12.10 mil,144mm x 55m Slate Blue 3M&trade; 8979 12.1 mil Performance Plus Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0605397
0631104,106 oz/in,Rubber,Polyethylene,SHURGRIP,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","ShurGRIP[REG] light duty cloth duct tape that offers aggressive adhesive and best-in-class performance for sealing, seaming, repairing, holding and waterproofing applications. Co-extruded PC 589 offers superior adhesion with quick stick; all-weather durability, even in hot, humid, cold or wet conditions; excellent holding power for indoor and outdoor use; and easy tearability to finish jobs with speed and ease. ShurGRIP[REG] light duty duct tape, Improved holding power to poly-sheeting and steel, Consistent, low-force unwind off the roll, Hand-tearable in machine and cross directions, Waterproof backing, Aggressive natural rubber adhesive, Green Point Contributor product, Made using Polybonded CO-EX Technology[REG], Tested in accordance with UL 723 For light duty sealing, seaming, repairing, holding and waterproofing applications that require aggressive stick and superior hold, For temporary or permanent use",21%,https://img4.fastenal.com/infp360pmm/derivates/3/001/262/749/0631104.jpg,SHURTAPE TECHNOLOGIES LLC,104185,17.08,"UL 723, FSI 0/SDI 0",55 M,72mm,40&deg;F - 200&deg;F,7 mil,72mmx55m 7mL Silver ShurGRIP&reg; Co-Extruded Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0631104
923556639,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Yellow,"3""","3"" x 60 yds. Yellow (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img3.fastenal.com/infp360pmm/derivates/3/278/584/923556639_primary_eng.jpg,FASTENAL APPROVED VENDOR,,115.87,,60 yd,"3""",32&deg;F - 140&deg;F,10 mil,"3"" W x 60 yd L x 10 mil Thk Yellow Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556639
923556502,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,"3""","3"" x 60 yds. Olive Green (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img4.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556502_primary_eng.jpg,FASTENAL APPROVED VENDOR,,115.87,,60 yd,"3""",32&deg;F - 140&deg;F,10 mil,"3"" W x 60 yd L x 10 mil Thk Olive Green Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556502
924525169,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Orange,"3""","General purpose, contractor grade cloth duct tape available in a wide variety of colors for sealing, seaming, repairing, holding and industrial color-coding and splicing applications. A poly-coated, repair duct tape, PC 9C Duck Pro by Shurtape provides quick stick, easy tearability and indoor clean removal for 30 days to finish jobs with speed and ease. General Purpose, co-extruded contractor grade duct tape;Conformable;Cold Temperature Adhesion;Will not twist or curl during application;Hand-tearable For general purpose use in industrial, plumbing, carpet, color-coding, poly hanging and splicing applications, as well as home and general repair applications, particularly where a discreet fix is neededFor temporary or permanent use, offers 30-day indoor clean removal.",20%,https://img3.fastenal.com/infp360pmm/derivates/3/288/313/924525169_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,105496,440.96,,55 M,72mm,35&deg;F - 200&deg;F,9 mil,72mm W x 55 M L x 9 mil Thk Orange Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/924525169
924525155,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Beige,"3""","General purpose, contractor grade cloth duct tape available in a wide variety of colors for sealing, seaming, repairing, holding and industrial color-coding and splicing applications. A poly-coated, repair duct tape, PC 9C Duck Pro by Shurtape provides quick stick, easy tearability and indoor clean removal for 30 days to finish jobs with speed and ease. General Purpose, co-extruded contractor grade duct tape;Conformable;Cold Temperature Adhesion;Will not twist or curl during application;Hand-tearable For general purpose use in industrial, plumbing, carpet, color-coding, poly hanging and splicing applications, as well as home and general repair applications, particularly where a discreet fix is neededFor temporary or permanent use, offers 30-day indoor clean removal.",20%,https://img4.fastenal.com/infp360pmm/derivates/3/288/311/924525155_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,105490,441.36,,55 M,48mm,35&deg;F - 200&deg;F,9 mil,48mm W x 55 M L x 9 mil Thk Beige Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/924525155
0614840,40 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3.16""","Polyester (PET) cloth / polyethylene (PE) film with an aggressive natural rubber pressure sensitive adhesive combine to provide a quality utility product. Conformable to irregular surfaces. Polyester (PET) cloth / polyethylene (PE) film with an aggressive natural rubber pressure sensitive adhesive combine to provide a quality utility product. Conformable to irregular surfaces. Packaging, wrapping & sealing, binding & bundling, and general maintenance.",15%,https://img3.fastenal.com/infp360pmm/derivates/3/001/121/971/0530323_primary_eng.jpg,IPG,88220,6.65,,50 M,36mm,,6 mil,36mm x 50M IPG&reg; Silver AC6 6mL Utility Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0614840
99591268,20 oz/in,Rubber,Vinyl,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,,"3M Vinyl Duct Tape 3903 is a general purpose duct tape with a rubber adhesive and hand tearable, embossed vinyl backing. Rubber adhesive",,https://img0.fastenal.com/infp360pmm/derivates/3/001/262/860/99591261.jpg,TAPE CASE,3903-B-1.5-50,65.22,,50 yd,"1-1/2""",250&deg;F,6.50 mil,"1.5"" x 50yd Roll 6.5 mil 3M&trade; 3903 Black Rubber Vinyl Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/99591268
0631008,38 oz/in,Acrylic,Biaxially Oriented Polypropylene Film,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3""","UL 181B-FX Listed film tape for use on Class 1 Flex Duct for connecting, joining, sealing and patching flexible air ductwork. DC 181 features an acrylic adhesive system, high performance in temperatures ranging from -10 F to 210 F, and is clearly printed with the UL Listing to ensure every job is code compliant. UL 181B-FX Listed film tape, Quick stick, Excellent conformability to uneven surfaces, Easy to unwind and tear, Color matches foil backed flex duct, UL Listing is clearly printed on the tape for easy identification, High-tack, cold temperature acrylic adhesive, Green Point Contributor product, Tested in accordance with UL 723 For use on Class 1 Flex Duct for connecting, joining, sealing and patching flexible air ductwork",200%,https://img2.fastenal.com/infp360pmm/derivates/3/001/220/407/0631008.jpg,SHURTAPE TECHNOLOGIES LLC,207113,635.36,"UL 181B-FX, UL Listed, FSI 25/SDI 50, UL 723",110 M,72mm,-10&deg;F - 210&deg;F,2.70 mil,72mm x 110m Metalized w/Black Print 2.7 mil Shurtape&reg; DC 181 UL 181B-FX Listed/Printed Film Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0631008
0560078,95 oz/in,Rubber,Polyethylene,NASHUA,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","Multiple uses in powerplants and on ships. Heavy-duty packaging and bundling. Color coding. Mediablast protection. Holding dosimeters securing clothing and gloves wrapping pipe ends insulation and duct sealing. High tensile strength for difficult applications. Puncture and abrasion resistance. Crisp, straight tear. Moisture, solvent, and abrasion resistance. Aggressive, durable adhesion. Multiple uses on power plants and on ships including heavy-duty packaging and bundling, color coding, wrapping pipe ends, holding dosimeters, securing clothing and gloves, insulation, and duct sealing.",,https://img4.fastenal.com/infp360pmm/derivates/3/001/161/659/0560073.jpg,"BERRY GLOBAL, INC",1087800,835.92,Meets NRC Reg 1.38 and ASME NQA-1,55 M,48mm,40&deg;F - 200&deg;F,13 mil,48mm x 55m 13mil Silver Nashua&reg; 357N Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0560078
0605407,,Rubber / Resin,Vinyl,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Blue,,3M[TM] Performance Plus Duct Tape 8979N is a highly specialized duct tape ideally suited for demanding applications in the nuclear power plant ship building and steel fabrication industries. It is commonly used for sealing holding identification and protection.Indoors or outdoors 3M Performance Plus Duct Tape 8979N removes cleanly—residue free—up to six months after application on most opaque surfaces. It resists delamination and deterioration from wear abrasion moisture and weathering for up to a year of UV exposure. The thick rubber adhesive attaches well to masonry and other rough surfaces yet removes cleanly leaving little or no adhesives residue. DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration HIGH VISIBILITY FOR QUICK IDENTIFICATION: Distinctive slate blue color DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration,,https://img4.fastenal.com/infp360pmm/derivates/3/001/114/513/0605400_Primary_eng.jpg,3M,7100139306,381.05,,55 M,144mm,200&deg;F,12.10 mil,144mm x 55m Slate Blue 3M&trade; 8979N 12.1 mil Performance Plus Nuclear Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0605407
0614865,48 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3""","IPG Gaffers tape is a vinyl (PVC) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. Designed to adhere securely to a variety of surfaces. Low-gloss (matte / lusterless) finish minimizes the reflection of lighting on live stage and studio sets. Works well for bundling and wrapping wires, holding wires and cords to prevent trip hazards, masking stage floors, black-out masking on scenery panels or backstage areas and much more. IPG Gaffers tape is a vinyl (PVC) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. Designed to adhere securely to a variety of surfaces. Low-gloss (matte / lusterless) finish minimizes the reflection of lighting on live stage and studio sets. Works well for bundling and wrapping wires, holding wires and cords to prevent trip hazards, masking stage floors, black-out masking on scenery panels or backstage areas and much more. Bundling and wrapping wires, holding wires / cords to prevent trip hazards, masking stage floors, black-out masking on scenery panels or backstage areas.",,https://img3.fastenal.com/infp360pmm/derivates/3/001/121/977/0544963_primary_eng.jpg,IPG,99737,1928.00,,50 M,72mm,,11.50 mil,72mm x 50M IPG&reg; Black Gaffer's Tape Matte Finish Cloth Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0614865
0559913,75 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","Blocking tape for screen print frames. Can and barrel sealing. Sealing tape for sidewall building materials. Media-blast protection. Waterproof packaging. Carpet pad splicing Premium 12 mil duct tape resists moisture and solvents. High tensile strength and adhesion for difficult applications. Extremely conformable. Crisp, straight tear. Screen blocking of frames in the screen print industry. Waterproof packaging. Can and barrel sealing. Sealing tape for sidewall building materials. Mediablast protection.",,https://img4.fastenal.com/infp360pmm/derivates/3/001/115/794/0559913.jpg,"BERRY GLOBAL, INC",1086592,1019.64,,55 M,"4""",40&deg;F - 200&deg;F,12 mil,"4"" x 60yd 12mil White Polyken&reg; 221 Polyethylene Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/0559913
922668107,20 oz/in,Rubber,Cotton,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,,175 Cotton Cloth Tape is general purpose cotton cloth with a non-thermosetting natural rubber adhesive used for electrical bundling and mechanical protection against abrasion. Excellent for surfaces requiring a high degree of stain and corrosion resistance use for motor coil winding applications. Conformable with abrasion resistance works well for general wire harness bundling binding and spot holding applications. Use as cushioning around stick-wound coils and lead anchors. Cotton cloth tape helps prevent scratching and cut-through for wire and cable splices. Excellent for surfaces requiring a high degree of stain and corrosion resistance. Paintable Works well for general wire harness bundling binding and spot holding applications,,https://img0.fastenal.com/infp360pmm/derivates/3/001/421/815/922668107_primary_en.jpg,TAPE CASE,175-3-60,132.60,,60 yd,"3""",,10.50 mil,White Single Coated Cotton Cloth Tape 3 in x 60yd (1 roll),Duct Tape,31201501,https://www.fastenal.com/product/details/922668107
923556554,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Beige,"3""","3"" x 60 yds. Beige (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img3.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556554_primary_eng.jpg,FASTENAL APPROVED VENDOR,,117.52,,60 yd,"3""",32&deg;F - 140&deg;F,10 mil,"3"" W x 60 yd L x 10 mil Thk Beige Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556554
0614826,,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,,"Polyethylene (PE) coated cloth tape with aggressive pressure sensitive natural rubber adhesive. Specifically designed for applications where a significant level of tensile and tear strength is required. An excellent choice for sealing heating and air ventilation systems, repairs, and serves as an excellent moisture barrier. Polyethylene (PE) coated cloth tape with aggressive pressure sensitive natural rubber adhesive. Specifically designed for applications where a significant level of tensile and tear strength is required. An excellent choice for sealing heating and air ventilation systems, repairs, and serves as an excellent moisture barrier. HVAC Applications, asbestos/lead/fiberglass abatement, sand blasting.",,https://img4.fastenal.com/infp360pmm/derivates/3/001/121/958/0614826_primary_eng.jpg,IPG,72923,930.48,,54.80 M,144mm,40&deg;F - 90&deg;F,14 mil,144mm x 54.8M IPG&reg; Silver AC50 14mL Premium Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0614826
924525143,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,"3""","General purpose, contractor grade cloth duct tape available in a wide variety of colors for sealing, seaming, repairing, holding and industrial color-coding and splicing applications. A poly-coated, repair duct tape, PC 9C Duck Pro by Shurtape provides quick stick, easy tearability and indoor clean removal for 30 days to finish jobs with speed and ease. General Purpose, co-extruded contractor grade duct tape;Conformable;Cold Temperature Adhesion;Will not twist or curl during application;Hand-tearable For general purpose use in industrial, plumbing, carpet, color-coding, poly hanging and splicing applications, as well as home and general repair applications, particularly where a discreet fix is neededFor temporary or permanent use, offers 30-day indoor clean removal.",20%,https://img4.fastenal.com/infp360pmm/derivates/3/288/318/924525143_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,105495,440.96,,55 M,72mm,35&deg;F - 200&deg;F,9 mil,72mm W x 55 M L x 9 mil Thk Green Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/924525143
